exit_price,exit_reason,impulse_state,market_session,pnl,price,range_position,ret_1,ret_15,ret_5,shape_bias,shape_score,side,snapshot_id,timestamp,timing_state,trade_id,trend,volatility_mode
90776.0,bar_close,chop,US,-141.3177883766119,90776.0,mid,0.002208090443384561,-0.0032282859338970023,-0.0015728285616867762,bull,0.25,short,4746,1764941340.0,normal,0,up,low
90094.0,bar_close,grinding_down,US,26.601334862943325,90094.0,mid,-0.00042160386987973193,-0.004112042093162072,-0.004453186293468292,bear,0.25,short,4817,1764945600.0,normal,1,up,low
90215.0,bar_close,chop,US,-166.64071309998525,90215.0,mid,0.002633977194425304,-0.0020464601769911504,-0.0007642550175003323,bull,0.25,short,4819,1764945720.0,normal,2,up,low
89250.0,bar_close,chop,US,1.3937909320502089,89250.0,mid,-2.240846143503787e-05,-0.010795353786132294,-0.0009626578311095191,bull,0.25,short,4910,1764951180.0,normal,3,up,low
89228.0,bar_close,chop,US,-166.05276364480903,89228.0,mid,0.0021901991396448507,-0.009194279115217198,-0.0002464985994397759,bull,0.25,short,4915,1764951480.0,normal,4,up,low
89126.0,bar_close,chop,US,14.403798567248817,89126.0,mid,-0.00023556597529922487,-0.00942494498410652,-0.0013557878696202673,bear,0.25,short,4917,1764951600.0,normal,5,up,low
89153.0,bar_close,chop,US,63.128092932500486,89153.0,mid,-0.0010308700767550003,-0.002048446315035372,-0.0008405433272067064,none,0.25,short,4920,1764951780.0,normal,6,up,low
88913.0,bar_close,grinding_down,US,93.45105572138358,88913.0,mid,-0.001516036295031893,-0.0017290354452266271,-0.003195138904459741,bear,0.25,short,4928,1764952260.0,normal,7,up,low
88887.0,bar_close,chop,US,-119.66222806653785,88887.0,mid,0.0015775181132883366,-0.0026815968404281577,-0.0018080136555565537,bull,0.25,short,4932,1764952500.0,normal,8,up,low
88663.0,bar_close,chop,US,22.178999695008876,88663.0,mid,-0.00036078696657083263,-0.001081580459446366,-0.0011491015602996676,none,0.0,short,4971,1764954840.0,normal,9,up,low
88986.0,bar_close,chop,US,-134.41864675520577,88986.0,mid,0.001789996284913371,0.0017787184221191516,0.0025123080562847134,none,0.0,short,4977,1764955200.0,normal,10,up,low
88876.0,bar_close,chop,US,75.10302421356913,88876.0,mid,-0.0012361495066639696,0.001419718309859155,0.0006980881392573243,none,0.25,short,4978,1764955260.0,normal,11,up,low
88881.0,bar_close,chop,US,-95.84659780490497,88881.0,mid,0.0012842610429551523,0.0013068213823015829,0.0006079232665743523,bull,0.25,short,4981,1764955440.0,normal,12,up,low
89114.0,bar_close,grinding_up,US,-203.68864415472862,89114.0,mid,0.0027568668489574544,0.0030503247301419357,0.003773414884150531,bull,0.25,short,4989,1764955920.0,normal,13,up,low
88817.0,bar_close,grinding_down,US,-36.647705165735765,88817.0,mid,0.0005069165953228496,0.0006421811626858945,-0.003332809659537222,none,0.0,short,4994,1764956220.0,normal,14,up,low
88954.0,bar_close,chop,US,16.600744013497454,88954.0,mid,-0.00028096517155733376,0.0019711868797801283,0.001542497494848959,bull,0.25,short,4999,1764956520.0,normal,15,up,low
89230.0,bar_close,grinding_up,US,-125.58539274576438,89230.0,mid,0.0013578875310013578,0.001301703436048208,0.0031027272522876994,bull,0.25,short,5004,1764956820.0,normal,16,up,low
89127.0,bar_close,chop,US,82.14074291299963,89127.0,mid,-0.0011543202958646196,0.001201977083801393,0.0018885104373925067,bear,0.25,short,5005,1764956880.0,normal,17,up,low
89288.0,bar_close,chop,US,104.00823943748435,89288.0,mid,-0.0011298929398471848,0.005370956300458277,0.001806411076329283,none,0.25,short,5010,1764957180.0,normal,18,up,low
89327.0,bar_close,chop,US,-31.715832253885328,89327.0,mid,0.0004367888182062539,0.004667536440525463,0.0020078969803024186,none,0.0,short,5011,1764957240.0,normal,19,up,low
89255.0,bar_close,grinding_down,US,31.605654065371485,89255.0,mid,-0.00043675946872130265,-0.0027597148667068893,-0.0033498967115180617,bear,0.25,short,5038,1764958860.0,normal,20,up,low
89297.0,bar_close,chop,US,-17.725545005584692,89297.0,mid,0.00019041218637992833,-0.0016992923341792529,0.00019041218637992833,none,0.25,short,5050,1764959580.0,normal,21,up,low
89197.0,bar_close,chop,US,-51.06949874295944,89197.0,mid,0.0005496477767308296,-0.0006498235392975183,-0.0013323480675354919,bear,0.25,short,5053,1764959760.0,normal,22,up,low
88987.0,bar_close,chop,US,45.327972241361046,88987.0,mid,-0.0006289096279325719,-0.0024885381519801813,-0.0024102598596444026,none,0.25,short,5059,1764960120.0,normal,23,up,low
89151.0,bar_close,chop,US,-136.6445679942721,89151.0,mid,0.0014715794203549765,-0.0012435302816428044,0.0010442632890925016,bull,0.25,short,5066,1764960540.0,normal,24,up,low
89067.0,bar_close,chop,US,67.23847533840295,89067.0,mid,-0.0009422216239862705,-0.0009086014268407592,0.00025829926777772786,none,0.25,short,5067,1764960600.0,normal,25,up,low
88929.0,bar_close,chop,US,33.14459726856121,88929.0,mid,-0.0005619303431146675,-0.0030604694961996366,-0.0005506979253298568,bear,0.25,short,5069,1764960720.0,normal,26,up,low
88899.0,bar_close,chop,US,29.122841966439793,88899.0,mid,-0.0003148650016305509,-0.001785353365222664,-0.0011460545387130482,none,0.25,short,5076,1764961140.0,normal,27,up,low
88851.0,bar_close,chop,US,-30.15015527830378,88851.0,mid,0.00041660098633098384,-0.0024251406244737107,0.00011256064204590224,bear,0.25,short,5082,1764961500.0,normal,28,up,low
89084.0,bar_close,chop,US,-8.638694629212845,89084.0,mid,0.000145950982923735,0.0007526652212498736,0.0022501237568066245,bull,0.25,short,5088,1764961860.0,normal,29,up,low
